ID,sex,age,worktime,edu,marriage,RL,WM,WD,HL,HW,OC
269,2,23,3,3,1,-2.333618234,-2.608547009,-2.174833808,-2.243304843,-2.055840456,-1.489268756
270,2,23,1,4,2,-0.5002849,0.391452991,-0.383167142,-0.243304843,-0.389173789,-0.489268756
271,1,25,2,4,1,-0.166951567,0.391452991,0.033499525,1.256695157,1.277492877,0.955175689
272,2,21,0,3,1,-1.416951567,-1.608547009,-1.508167142,-1.243304843,-1.389173789,-1.489268756
273,2,18,0,3,1,-1.416951567,-1.608547009,-1.508167142,-2.076638177,-1.055840456,-1.267046534
274,1,22,2,3,1,1.333048433,0.724786325,-0.244278253,-0.243304843,-0.389173789,-0.489268756
275,2,28,5,3,2,-1.0002849,-0.608547009,-0.952611586,-1.076638177,-0.889173789,-1.155935423
276,1,21,1,3,1,0.083048433,-0.275213675,-0.716500475,-1.076638177,-0.555840456,-0.822602089
277,2,20,3,1,1,0.666381766,1.391452991,1.436277303,1.756695157,1.610826211,1.510731244
278,1,27,3,4,1,0.166381766,-0.608547009,-0.605389364,0.09002849,-0.222507123,-0.044824311
279,1,25,3,2,2,-0.416951567,-0.608547009,-0.841500475,-0.243304843,-0.389173789,-0.489268756
280,2,40,10,1,4,1.583048433,1.391452991,0.089055081,1.09002849,0.277492877,1.0662868
281,2,25,1,3,2,1.583048433,1.391452991,0.491832858,1.756695157,1.610826211,1.510731244
282,1,22,1,3,1,-0.2502849,-1.608547009,-0.89705603,-1.243304843,-1.722507123,0.399620133
283,2,25,1,4,2,0.416381766,-0.608547009,0.436277303,0.09002849,-0.389173789,0.177397911
284,2,24,2,3,1,0.083048433,-0.941880342,-0.049833808,-0.076638177,-0.555840456,-1.267046534
285,2,23,1,3,1,-0.083618234,-0.608547009,0.047388414,-0.076638177,-0.389173789,-0.378157645
286,1,24,1,3,1,1.583048433,1.391452991,0.491832858,1.756695157,1.610826211,1.510731244
287,1,23,1,3,2,0.333048433,-0.608547009,0.658499525,0.256695157,0.110826211,0.399620133
288,2,27,2,4,1,-0.5002849,-0.608547009,-0.133167142,0.256695157,-0.222507123,0.177397911
289,2,26,1,4,1,0.083048433,0.391452991,-0.480389364,1.09002849,-0.055840456,1.0662868
290,1,29,4,4,2,0.9997151,1.058119658,1.116832858,1.256695157,1.277492877,1.177397911
291,2,22,1,3,2,0.583048433,-0.608547009,0.380721747,0.256695157,0.610826211,0.510731244
292,1,24,1,3,1,-0.666951567,-0.608547009,-0.480389364,-0.743304843,-1.389173789,-0.711490978
293,2,22,1,3,2,0.4997151,0.391452991,0.491832858,0.756695157,0.610826211,0.510731244
294,2,36,11,4,4,-0.083618234,0.058119658,-0.119278253,-0.243304843,-0.055840456,0.177397911
295,2,32,7,3,4,-0.166951567,1.058119658,-0.02205603,-0.243304843,0.110826211,0.177397911
296,1,38,11,4,4,0.666381766,0.391452991,0.60294397,0.923361823,0.777492877,0.621842355
297,1,35,10,3,4,0.583048433,0.391452991,0.783499525,0.923361823,0.444159544,0.844064577
298,1,37,10,4,4,0.666381766,1.058119658,0.672388414,0.923361823,0.610826211,0.955175689
299,1,38,11,3,4,0.583048433,0.724786325,0.616832858,0.923361823,0.610826211,0.510731244
300,2,25,3,1,1,-0.916951567,-1.275213675,-1.369278253,-1.743304843,-2.222507123,-2.378157645
